sample_index,reconstruction_error,error_above_threshold,severity_score,timestamp,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
1044,0.29746026188640934,0.16744734622511387,1.287928552124322,2024-10-31 12:57:04.673,1.32,1.09,0.65,0,7904556,10090412,10283744,600500446,17532054,1673079,2024-10-31 12:48:04.587
1043,0.29715037209196066,0.1671374564306652,1.2855450212814634,2024-10-31 12:56:04.593,1.33,1.04,0.6,0,7905368,10090412,10283624,600494227,17531507,1672955,2024-10-31 12:47:04.610
1045,0.2957106995265138,0.16569778386521833,1.2744717170783837,2024-10-31 12:58:04.580,1.22,1.11,0.69,0,7903092,10090412,10283724,600507314,17532572,1673201,2024-10-31 12:49:04.633
1042,0.2947557791417139,0.16474286348041844,1.267126905373002,2024-10-31 12:55:03.727,1.4,0.97,0.56,0,7903488,10090684,10283664,600488016,17531025,1672827,2024-10-31 12:46:04.600
1046,0.2921575766595195,0.16214466099822405,1.247142717886867,2024-10-31 12:59:04.650,1.33,1.16,0.73,0,7903284,10090412,10283724,600513552,17533354,1673321,2024-10-31 12:50:04.620
1041,0.2903443190303595,0.16033140336906404,1.2331959679048587,2024-10-31 12:54:04.943,1.38,0.87,0.5,0,7906304,10090704,10285636,600481678,17530432,1672644,2024-10-31 12:45:04.610
1047,0.28831741448692033,0.15830449882562486,1.2176059433820676,2024-10-31 13:00:04.887,1.5,1.24,0.78,0,7904908,10090412,10285408,600519173,17533924,1673438,2024-10-31 12:51:04.573
1040,0.28360109061700944,0.15358817495571397,1.1813301330449033,2024-10-31 12:53:04.667,1.26,0.75,0.44,0,7900980,10090684,10283632,600475249,17529758,1672378,2024-10-31 12:44:04.887
1048,0.2822969423876484,0.15228402672635294,1.1712992201719197,2024-10-31 13:01:04.623,1.42,1.28,0.83,0,7904512,10090412,10285636,600525370,17534416,1673546,2024-10-31 12:52:04.597
1049,0.2743462574603933,0.14433334179909785,1.110146180977199,2024-10-31 13:02:04.620,0.84,1.15,0.81,0,7905052,10090412,10285616,600531647,17535022,1673668,2024-10-31 12:53:04.667
1039,0.2733687886160479,0.14335587295475244,1.1026279368137357,2024-10-31 12:52:04.597,1.29,0.64,0.38,0,7900748,10090724,10283628,600468728,17528857,1672063,2024-10-31 12:43:04.650
1050,0.26666768023111265,0.13665476456981718,1.0510860699857296,2024-10-31 13:03:04.587,0.38,0.97,0.77,0,7906100,10090412,10285620,600537988,17535659,1673792,2024-10-31 12:54:04.943
1038,0.26023872954119404,0.13022581387989857,1.0016375159154014,2024-10-31 12:51:04.573,0.94,0.45,0.31,0,7899772,10090360,10283552,600457090,17526593,1667560,2024-10-31 12:42:04.587
1051,0.2598759673734815,0.12986305171218604,0.9988473149121596,2024-10-31 13:04:04.600,0.36,0.87,0.75,0,7907344,10090596,10285620,600545620,17537738,1674758,2024-10-31 12:55:03.727
1052,0.2533838969754626,0.12337098131416713,0.9489132728595084,2024-10-31 13:05:04.597,0.2,0.74,0.71,0,7897804,10090580,10285424,600551485,17538612,1674879,2024-10-31 12:56:04.593
1037,0.24628059696265922,0.11626768130136375,0.8942779316191919,2024-10-31 12:50:04.620,0.61,0.29,0.25,0,7900120,10090360,10283528,600451698,17526043,1667445,2024-10-31 12:41:04.623
1053,0.24621527186412698,0.11620235620283151,0.8937754807803658,2024-10-31 13:06:04.610,0.2,0.65,0.68,0,7897912,10090560,10285380,600557740,17539186,1675002,2024-10-31 12:57:04.673
350,0.2422039366342402,0.11219102097294473,0.8629221212546325,2024-10-29 15:20:43.993,0.54,0.34,0.27,2,7905816,10088784,10301284,584312289,16603841,1544123,2024-10-29 15:11:44.013
1054,0.24018250928223886,0.11016959362094339,0.8473742247881962,2024-10-31 13:07:04.553,0.4,0.62,0.67,0,7898876,10090424,10286280,600563975,17539764,1675125,2024-10-31 12:58:04.580
349,0.23917904585338576,0.10916613019209029,0.8396560421465018,2024-10-29 15:19:44.020,0.17,0.24,0.23,0,7902488,10088764,10285008,584296714,16603211,1543998,2024-10-29 15:10:44.013
351,0.2372074059518021,0.10719449029050662,0.8244910880220969,2024-10-29 15:21:44.040,0.36,0.33,0.27,1,7919760,10088904,10284896,584318405,16604644,1544247,2024-10-29 15:12:44.020
348,0.2364925294783997,0.10647961381710422,0.8189925845098399,2024-10-29 15:18:44.047,0.23,0.26,0.24,0,7890380,10088764,10284940,584290596,16602603,1543881,2024-10-29 15:09:44.027
206,0.23598934484069908,0.10597642917940361,0.8151223179663876,2024-10-29 12:53:50.393,0.08,0.11,0.13,0,7881784,10088736,10282760,583378179,16507596,1502873,2024-10-29 12:44:50.420
195,0.23590846380806105,0.10589554814676558,0.8145002179832694,2024-10-29 12:42:50.350,0.04,0.14,0.18,0,7881804,10088728,10278672,583311008,16503687,1501508,2024-10-29 12:33:50.393
197,0.23588580470681872,0.10587288904552325,0.8143259345197605,2024-10-29 12:44:50.420,0.12,0.15,0.17,0,7880948,10092864,10278712,583323227,16504524,1501755,2024-10-29 12:35:50.340
194,0.2355457739281627,0.10553285826686723,0.811710572984897,2024-10-29 12:41:50.380,0.11,0.17,0.19,0,7881100,10088728,10278592,583304911,16503214,1501387,2024-10-29 12:32:50.360
198,0.23541759992433284,0.10540468426303737,0.8107247170552925,2024-10-29 12:45:50.387,0.04,0.12,0.16,0,7881908,10092828,10278404,583329309,16504900,1501877,2024-10-29 12:36:50.360
196,0.2350316118619925,0.10501869620069704,0.8077558730725461,2024-10-29 12:43:50.377,0.08,0.14,0.18,0,7880152,10088728,10278708,583317111,16504130,1501633,2024-10-29 12:34:50.360
207,0.234899587541831,0.10488667188053552,0.8067404022672805,2024-10-29 12:54:50.343,0.17,0.12,0.14,0,7883984,10088736,10282760,583384295,16507937,1502998,2024-10-29 12:45:50.387
1055,0.23488844953758406,0.10487553387628859,0.8066547338228012,2024-10-31 13:08:04.627,0.36,0.57,0.65,0,7899412,10090424,10286240,600570187,17540244,1675249,2024-10-31 12:59:04.650
199,0.23464344132286805,0.10463052566157258,0.8047702424746161,2024-10-29 12:46:50.427,0.02,0.1,0.15,0,7880708,10088736,10278404,583335400,16505232,1502005,2024-10-29 12:37:50.367
347,0.23450901311811648,0.10449609745682101,0.80373628208639,2024-10-29 15:17:44.017,0.21,0.25,0.24,0,7889720,10088764,10284888,584284474,16601895,1543760,2024-10-29 15:08:43.117
200,0.23450657745682923,0.10449366179553377,0.8037175480915799,2024-10-29 12:47:50.350,0.01,0.08,0.14,0,7880188,10088736,10278784,583341518,16505648,1502131,2024-10-29 12:38:50.377
1036,0.2344958147331787,0.10448289907188324,0.803634766134143,2024-10-31 12:49:04.633,0.08,0.18,0.22,0,7899948,10090360,10285716,600445514,17525591,1667320,2024-10-31 12:40:03.680
193,0.2344826092943487,0.10446969363305322,0.8035331959265767,2024-10-29 12:40:50.373,0.16,0.19,0.19,0,7881744,10088728,10278412,583298805,16502746,1501263,2024-10-29 12:31:50.363
204,0.2343565807140427,0.10434366505274723,0.8025638416153917,2024-10-29 12:51:50.393,0.22,0.11,0.14,0,7882356,10088736,10282500,583365968,16506922,1502630,2024-10-29 12:42:50.350
13,0.23429596956734502,0.10428305390604956,0.8020976483422898,2024-10-29 09:38:50.383,0.15,0.23,0.23,0,7881668,10088676,10278280,582185460,16378159,1479071,2024-10-29 09:29:50.370
203,0.23424961631222416,0.10423670065092869,0.8017411202628671,2024-10-29 12:50:50.393,0.08,0.08,0.13,0,7882084,10088736,10278428,583359818,16506544,1502504,2024-10-29 12:41:50.380
205,0.23404120604135906,0.10402829038006359,0.8001381235928436,2024-10-29 12:52:50.347,0.22,0.14,0.14,0,7882652,10088736,10282524,583372076,16507287,1502751,2024-10-29 12:43:50.377
201,0.2339271528207918,0.10391423715949633,0.7992608782823516,2024-10-29 12:48:50.380,0.12,0.1,0.14,0,7881016,10088736,10278768,583347626,16505920,1502256,2024-10-29 12:39:50.357
202,0.23342335412425583,0.10341043846296036,0.7953858886786384,2024-10-29 12:49:50.370,0.04,0.08,0.13,0,7880192,10088736,10278768,583353735,16506235,1502378,2024-10-29 12:40:50.373
84,0.23263687484489615,0.10262395918360068,0.7893366490676401,2024-10-29 10:51:50.387,0.04,0.11,0.17,0,7885804,10088700,10279452,582633233,16420573,1487951,2024-10-29 10:42:50.360
253,0.23248715319075347,0.102474237529458,0.7881850584477303,2024-10-29 13:40:50.400,0.2,0.17,0.19,0,7888440,10088756,10278260,583666757,16535203,1508881,2024-10-29 13:31:50.357
346,0.23241533595258201,0.10240242029128654,0.7876326730342799,2024-10-29 15:16:44.020,0.37,0.27,0.24,0,7889804,10088764,10284888,584278389,16601007,1543637,2024-10-29 15:07:44.013
14,0.23238440917911457,0.1023714935178191,0.7873947984099771,2024-10-29 09:39:50.363,0.09,0.2,0.22,0,7879920,10088676,10278280,582191573,16378887,1479197,2024-10-29 09:30:50.390
252,0.23237654193108298,0.10236362626978751,0.7873342871292972,2024-10-29 13:39:50.687,0.11,0.15,0.18,0,7889580,10088756,10282652,583660593,16534647,1508765,2024-10-29 13:30:50.350
192,0.23237353407973665,0.10236061841844118,0.7873111521097415,2024-10-29 12:39:50.357,0.24,0.2,0.2,0,7881192,10088728,10278624,583293271,16502313,1501137,2024-10-29 12:30:50.353
208,0.23231797131787338,0.10230505565657791,0.7868837887083389,2024-10-29 12:55:50.410,0.06,0.1,0.13,0,7882824,10088736,10278404,583390391,16508242,1503119,2024-10-29 12:46:50.427
255,0.23231542702360877,0.1023025113623133,0.7868642191582549,2024-10-29 13:42:50.373,0.12,0.15,0.18,0,7888132,10088756,10278920,583679026,16536194,1509118,2024-10-29 13:33:50.380
254,0.23230096309876777,0.1022880474374723,0.7867529692507558,2024-10-29 13:41:50.357,0.17,0.17,0.18,0,7888840,10088756,10278260,583672900,16535622,1509009,2024-10-29 13:32:50.360
345,0.23228337656533096,0.10227046090403549,0.7866177016633215,2024-10-29 15:15:44.013,0.18,0.2,0.22,0,7888412,10088764,10284880,584272236,16600088,1543512,2024-10-29 15:06:44.007
191,0.23208495690293746,0.10207204124164199,0.7850915481932276,2024-10-29 12:38:50.377,0.21,0.17,0.19,0,7883460,10088728,10278644,583287185,16501729,1501016,2024-10-29 12:29:50.353
22,0.2320582318331294,0.10204531617183393,0.7848859911555124,2024-10-29 09:48:50.360,10.0,0.28,0.25,0,7879992,10088680,10278436,582240683,16384217,1480166,2024-10-29 09:38:50.383
256,0.23184027915710914,0.10182736349581367,0.783209598660877,2024-10-29 13:43:50.353,0.09,0.14,0.17,0,7891972,10088756,10304356,583685217,16536967,1509231,2024-10-29 13:34:50.357
251,0.23156600093917504,0.10155308527787957,0.7810999758088778,2024-10-29 13:38:50.373,0.08,0.15,0.18,0,7889536,10088756,10278656,583654396,16533810,1508641,2024-10-29 13:29:50.357
15,0.23134816879720696,0.10133525313591149,0.7794245104071514,2024-10-29 09:40:50.333,0.07,0.18,0.21,0,7880504,10088676,10276376,582198071,16379439,1479319,2024-10-29 09:31:50.357
493,0.23101889000276843,0.10100597434147296,0.776891848226908,2024-10-30 09:20:47.697,0.49,0.36,0.29,2,7911120,10089320,10288456,590353103,16824986,1570731,2024-10-30 09:11:47.667
210,0.23093588926214814,0.10092297360085267,0.7762534444175779,2024-10-29 12:57:50.420,0.29,0.17,0.15,0,7882132,10088736,10282760,583402581,16508918,1503356,2024-10-29 12:48:50.380
352,0.23089557846108455,0.10088266279978908,0.7759433921365522,2024-10-29 15:22:44.020,0.35,0.33,0.27,1,7889444,10088928,10317252,584324533,16605303,1544370,2024-10-29 15:13:44.040
1056,0.23089126767813656,0.10087835201684109,0.7759102355618683,2024-10-31 13:09:04.597,0.54,0.59,0.65,0,7897112,10090424,10286304,600576472,17540714,1675371,2024-10-31 13:00:04.887
344,0.23077862987099299,0.10076571420969752,0.7750438769653346,2024-10-29 15:14:44.017,0.12,0.2,0.22,0,7888340,10088764,10284880,584266132,16599062,1543396,2024-10-29 15:05:44.017
85,0.23074320894453418,0.10073029328323871,0.7747714353676777,2024-10-29 10:52:50.370,0.09,0.1,0.16,0,7883168,10088700,10279560,582639935,16421123,1488073,2024-10-29 10:43:50.853
83,0.23069133170753664,0.10067841604624117,0.7743724193412032,2024-10-29 10:50:50.360,0.1,0.13,0.18,0,7881060,10088700,10279428,582627090,16419793,1487835,2024-10-29 10:41:50.663
209,0.23066222876639222,0.10064931310509675,0.7741485728026005,2024-10-29 12:56:50.387,0.18,0.13,0.14,0,7880292,10088736,10282760,583396487,16508612,1503240,2024-10-29 12:47:50.350
492,0.2306391254362623,0.10062620977496683,0.7739708725332665,2024-10-30 09:19:47.687,0.32,0.31,0.27,0,7893688,10089424,10288816,590337563,16824473,1570611,2024-10-30 09:10:47.703
23,0.2305809417001663,0.10056802603887083,0.7735233497944672,2024-10-29 09:49:50.353,0.32,0.29,0.26,0,7881996,10088680,10278460,582246796,16384775,1480286,2024-10-29 09:39:50.363
211,0.23056665903523485,0.10055374337393938,0.7734134940554525,2024-10-29 12:58:50.350,0.19,0.15,0.14,0,7883960,10088736,10282868,583408693,16509244,1503483,2024-10-29 12:49:50.370
298,0.23051651649662858,0.1005036008353331,0.7730278205371621,2024-10-29 14:28:44.020,0.22,0.19,0.16,0,7892024,10088760,10283568,583984139,16564931,1537222,2024-10-29 14:19:44.040
24,0.23044353113025817,0.1004306154689627,0.7724664504148233,2024-10-29 09:50:50.407,0.27,0.29,0.26,0,7881380,10088680,10278716,582252922,16385212,1480409,2024-10-29 09:40:50.333
25,0.23042042249558872,0.10040750683429325,0.7722887093453925,2024-10-29 09:51:50.350,0.15,0.26,0.25,0,7883000,10088680,10278728,582259128,16385727,1480532,2024-10-29 09:41:50.370
491,0.23018480921306705,0.10017189355177158,0.7704764795271222,2024-10-30 09:18:47.673,0.28,0.31,0.26,0,7892740,10089424,10288836,590331221,16823666,1570490,2024-10-30 09:09:47.660
190,0.23007999846675065,0.10006708280545518,0.7696703231096363,2024-10-29 12:37:50.367,0.18,0.16,0.18,0,7881680,10088728,10278588,583281075,16501070,1500890,2024-10-29 12:28:50.390
86,0.2299071112459479,0.09989419558465243,0.7683405535254118,2024-10-29 10:53:50.390,0.26,0.15,0.17,0,7883980,10088700,10279092,582645524,16421577,1488203,2024-10-29 10:44:50.387
250,0.22979724664182258,0.09978433098052711,0.7674955251406046,2024-10-29 13:37:50.373,0.12,0.17,0.19,0,7889308,10088752,10278620,583648227,16533125,1508522,2024-10-29 13:28:50.330
26,0.2297961079832491,0.09978319232195362,0.7674867670986233,2024-10-29 09:52:50.393,0.14,0.24,0.24,0,7882696,10088680,10278712,582265343,16386684,1480655,2024-10-29 09:42:50.360
185,0.229694344015292,0.09968142835399654,0.7667040451095081,2024-10-29 12:32:50.360,0.12,0.15,0.19,0,7884444,10088728,10278952,583250599,16497326,1500276,2024-10-29 12:23:50.367
490,0.22965512707173222,0.09964221141043675,0.766402406281086,2024-10-30 09:17:47.667,0.46,0.34,0.27,0,7892208,10089424,10288544,590325009,16822763,1570363,2024-10-30 09:08:47.703
186,0.22948730874750872,0.09947439308621325,0.7651116243355393,2024-10-29 12:33:50.393,0.09,0.14,0.19,0,7885560,10088728,10279064,583256707,16497871,1500399,2024-10-29 12:24:50.353
82,0.22947071500460148,0.09945779934330601,0.7649839928396772,2024-10-29 10:49:50.407,0.08,0.14,0.19,0,7880408,10088700,10279116,582620953,16419456,1487709,2024-10-29 10:40:50.393
27,0.22941163361885827,0.0993987179575628,0.7645295657895438,2024-10-29 09:54:50.617,0.58,0.34,0.27,0,7882208,10088680,10278736,582271471,16387149,1480771,2024-10-29 09:43:50.380
489,0.22933813168353867,0.0993252160222432,0.7639642224546471,2024-10-30 09:16:47.660,0.6,0.34,0.27,0,7892008,10089424,10288556,590318869,16822194,1570241,2024-10-30 09:07:47.687
297,0.2292480200515407,0.09923510439024524,0.7632711249147633,2024-10-29 14:27:44.010,0.22,0.19,0.16,0,7891588,10088760,10279332,583977936,16564375,1537030,2024-10-29 14:18:44.013
34,0.22914052572333557,0.0991276100620401,0.7624443276103695,2024-10-29 10:01:50.367,0.32,0.28,0.26,0,7883796,10088680,10279728,582320528,16391052,1481747,2024-10-29 09:51:50.350
343,0.22905789215474776,0.09904497649345229,0.7618087479207094,2024-10-29 15:13:44.040,0.22,0.22,0.23,0,7889320,10088764,10284856,584260069,16598316,1543274,2024-10-29 15:04:44.020
80,0.22904759573991554,0.09903468007862007,0.7617295525978459,2024-10-29 10:47:50.360,0.15,0.15,0.2,0,7883008,10088700,10279004,582608771,16418704,1487464,2024-10-29 10:38:50.710
212,0.22891873951994324,0.09890582385864777,0.7607384493730863,2024-10-29 12:59:50.353,0.11,0.14,0.14,0,7881600,10088716,10282848,583414936,16509719,1503605,2024-10-29 12:50:50.393
81,0.22889513143461415,0.09888221577331868,0.7605568667571669,2024-10-29 10:48:50.407,0.23,0.17,0.2,0,7881664,10088700,10279052,582614824,16419088,1487589,2024-10-29 10:39:50.357
299,0.22887498498423334,0.09886206932293787,0.7604019094571299,2024-10-29 14:29:44.017,0.11,0.17,0.16,0,7890992,10088760,10283608,583990342,16565756,1537369,2024-10-29 14:20:44.020
33,0.22873910466358877,0.0987261890022933,0.7593567800563051,2024-10-29 10:00:50.383,0.42,0.28,0.26,0,7881536,10088680,10279216,582314417,16390391,1481628,2024-10-29 09:50:50.407
189,0.22870195985480143,0.09868904419350596,0.7590710791426813,2024-10-29 12:36:50.360,0.17,0.14,0.18,0,7881764,10088728,10278608,583274928,16500289,1500765,2024-10-29 12:27:50.393
108,0.2286673045942457,0.09865438893295023,0.7588045266976456,2024-10-29 11:15:50.330,0.42,0.32,0.24,0,7882072,10088700,10279260,582779599,16438569,1490888,2024-10-29 11:06:50.387
213,0.22858313938224492,0.09857022372094945,0.7581571663060055,2024-10-29 13:00:50.353,0.12,0.14,0.14,0,7882332,10088716,10278464,583421158,16511367,1503721,2024-10-29 12:51:50.393
488,0.22842231692208684,0.09840940126079137,0.7569201933534332,2024-10-30 09:15:47.683,0.35,0.25,0.23,0,7892408,10089424,10284384,590312610,16821467,1570114,2024-10-30 09:06:46.760
16,0.22840669010370193,0.09839377444240646,0.7567999989996228,2024-10-29 09:41:50.370,0.19,0.19,0.22,0,7881388,10088676,10278420,582203872,16380156,1479441,2024-10-29 09:32:50.400
184,0.2283515539746359,0.09833863831334044,0.7563759170629508,2024-10-29 12:31:50.363,0.15,0.17,0.2,0,7881584,10088728,10278284,583244485,16496629,1500156,2024-10-29 12:22:50.410
109,0.22832706804364858,0.09831415238235311,0.7561875824589402,2024-10-29 11:16:50.360,0.19,0.28,0.23,0,7882208,10088700,10279284,582785687,16438977,1490998,2024-10-29 11:07:50.373
188,0.22829709327574124,0.09828417761444577,0.7559570302268418,2024-10-29 12:35:50.340,0.09,0.13,0.18,0,7882192,10088728,10278288,583268818,16499442,1500643,2024-10-29 12:26:50.400
293,0.22828852134645178,0.09827560568515631,0.7558910988595937,2024-10-29 14:23:43.113,0.02,0.09,0.14,0,7890664,10088760,10282980,583953456,16561818,1536552,2024-10-29 14:14:44.027
214,0.22823901873363187,0.0982261030723364,0.7555103473583438,2024-10-29 13:01:50.343,0.23,0.17,0.14,0,7881780,10088716,10282576,583427342,16512422,1503847,2024-10-29 12:52:50.347
292,0.22821668439173362,0.09820376873043815,0.7553385617954661,2024-10-29 14:22:44.020,0.06,0.11,0.15,0,7893892,10088760,10282928,583947312,16561082,1536430,2024-10-29 14:13:44.047
249,0.22820055028575012,0.09818763462445465,0.75521446561701,2024-10-29 13:36:50.377,0.09,0.17,0.19,0,7891220,10088752,10278364,583642158,16532294,1508404,2024-10-29 13:27:50.347
215,0.22819265685334864,0.09817974119205317,0.7551537529381094,2024-10-29 13:02:50.373,0.36,0.22,0.16,1,7881912,10094832,10282796,583433460,16513553,1503968,2024-10-29 12:53:50.393
294,0.22818892379692954,0.09817600813563407,0.7551250399721697,2024-10-29 14:24:43.993,0.04,0.09,0.13,0,7891568,10088760,10283004,583959593,16562287,1536675,2024-10-29 14:15:44.797
87,0.2281820728975461,0.09816915723625064,0.7550723459813566,2024-10-29 10:54:50.370,0.15,0.13,0.17,0,7880976,10088700,10279092,582651666,16423256,1488319,2024-10-29 10:45:50.387
187,0.22813396855453974,0.09812105289324427,0.7547023493332414,2024-10-29 12:34:50.360,0.16,0.14,0.18,0,7882388,10088728,10278576,583262766,16498675,1500523,2024-10-29 12:25:50.370
110,0.22808318121895357,0.0980702655576581,0.7543117163309137,2024-10-29 11:17:50.373,0.11,0.24,0.22,0,7882408,10088700,10279780,582791799,16439713,1491120,2024-10-29 11:08:50.330
289,0.22804160365592246,0.098028687994627,0.7539919206950753,2024-10-29 14:19:44.040,0.07,0.14,0.17,0,7892120,10088760,10282940,583930077,16559872,1536064,2024-10-29 14:10:48.937
487,0.22784721909473127,0.0978343034334358,0.7524968033815185,2024-10-30 09:14:47.660,0.21,0.21,0.22,0,7891032,10089292,10288540,590305392,16820246,1569139,2024-10-30 09:05:47.660
291,0.2278109874210118,0.09779807175971633,0.752218125886016,2024-10-29 14:21:44.030,0.06,0.11,0.15,0,7892216,10088760,10278824,583941186,16560711,1536307,2024-10-29 14:12:44.017
107,0.2277998157600205,0.09778690009872504,0.7521321985692223,2024-10-29 11:14:50.337,0.34,0.28,0.23,0,7881092,10088700,10279456,582773465,16438149,1490763,2024-10-29 11:05:50.363
183,0.2277977494114952,0.09778483375019972,0.752116305159596,2024-10-29 12:30:50.353,0.11,0.16,0.2,0,7881872,10088728,10277748,583238390,16495907,1500037,2024-10-29 12:21:50.413
28,0.22778348639473847,0.097770570733443,0.7520066005453723,2024-10-29 09:55:50.377,0.25,0.3,0.27,0,7881224,10088680,10278924,582283730,16388034,1481012,2024-10-29 09:45:50.377
296,0.22776749612732958,0.09775458046603411,0.7518836107075738,2024-10-29 14:26:44.050,0.41,0.2,0.17,0,7891328,10088760,10278732,583971831,16563602,1536912,2024-10-29 14:17:44.013
32,0.22775391148140037,0.0977409958201049,0.751779123812098,2024-10-29 09:59:50.350,0.12,0.21,0.24,0,7880808,10088680,10279728,582308300,16389830,1481504,2024-10-29 09:49:50.353
111,0.2277337274892187,0.09772081182792322,0.7516238777576655,2024-10-29 11:18:50.383,0.34,0.29,0.24,0,7882728,10088700,10279896,582797880,16440369,1491241,2024-10-29 11:09:50.367
290,0.2277058013797248,0.09769288571842932,0.7514090828709279,2024-10-29 14:20:44.020,0.03,0.12,0.16,0,7889852,10088760,10284984,583935091,16560300,1536186,2024-10-29 14:11:44.027
169,0.22764135246464595,0.09762843680335048,0.750913371235272,2024-10-29 12:16:50.360,0.17,0.19,0.22,0,7882660,10088708,10281752,583152752,16481403,1498332,2024-10-29 12:07:50.353
88,0.22751625172712817,0.0975033360658327,0.7499511534672797,2024-10-29 10:55:50.700,0.08,0.12,0.16,0,7882192,10088700,10279564,582657953,16424334,1488443,2024-10-29 10:46:50.387
295,0.22746162920806376,0.09744871354676829,0.7495310219842914,2024-10-29 14:25:44.020,0.22,0.13,0.14,0,7892420,10088760,10282984,583965706,16562794,1536795,2024-10-29 14:16:44.010
181,0.22746025164455477,0.0974473359832593,0.7495204263945997,2024-10-29 12:28:50.390,0.21,0.19,0.21,0,7882232,10088728,10282292,583226213,16494211,1499791,2024-10-29 12:19:50.380
170,0.22734355623513688,0.09733064057384141,0.7486228585735542,2024-10-29 12:17:50.377,0.09,0.17,0.21,0,7883524,10088708,10281752,583159469,16482244,1498450,2024-10-29 12:08:50.380
165,0.22732042389429785,0.09730750823300238,0.7484449351670881,2024-10-29 12:12:50.360,0.33,0.22,0.23,0,7883960,10088708,10281452,583128175,16478247,1497841,2024-10-29 12:03:50.353
182,0.22726198686803,0.09724907120673454,0.7479954642359071,2024-10-29 12:29:50.353,0.11,0.17,0.2,0,7880712,10088728,10282236,583232344,16495132,1499913,2024-10-29 12:20:50.403
79,0.2272417703120274,0.09722885465073194,0.7478399677154286,2024-10-29 10:46:50.387,0.1,0.15,0.2,0,7879920,10088700,10278952,582602675,16417992,1487338,2024-10-29 10:37:50.630
288,0.22722441765889523,0.09721150199759976,0.7477064990285376,2024-10-29 14:18:44.013,0.28,0.2,0.19,0,7889572,10088760,10283508,583895379,16556291,1523972,2024-10-29 14:06:50.367
166,0.22711774452361597,0.0971048288623205,0.746886017965278,2024-10-29 12:13:50.380,0.12,0.18,0.22,0,7883380,10088708,10281856,583134275,16479087,1497964,2024-10-29 12:04:50.570
35,0.22702626170233153,0.09701334604103606,0.7461823738633123,2024-10-29 10:02:50.403,0.27,0.27,0.25,0,7881880,10088680,10279244,582326642,16391432,1481868,2024-10-29 09:52:50.393
31,0.22702346086230538,0.0970105452010099,0.7461608310803364,2024-10-29 09:58:50.687,0.15,0.24,0.25,0,7881568,10088680,10278728,582302178,16389546,1481384,2024-10-29 09:48:50.360
246,0.2270160504277379,0.09700313476644243,0.7461038334002998,2024-10-29 13:33:50.380,0.32,0.2,0.2,0,7892980,10088752,10282508,583623731,16529833,1508042,2024-10-29 13:24:50.423
486,0.22699049444899067,0.0969775787876952,0.745907268477367,2024-10-30 09:13:47.663,0.07,0.19,0.21,0,7888428,10089292,10288384,590299174,16819534,1568997,2024-10-30 09:04:47.663
168,0.226988176915662,0.09697526125436653,0.7458894430688923,2024-10-29 12:15:50.373,0.12,0.19,0.22,0,7881976,10088708,10281792,583146572,16480638,1498213,2024-10-29 12:06:50.360
175,0.2269400754449558,0.09692715978366034,0.7455194685131988,2024-10-29 12:22:50.410,0.18,0.17,0.21,0,7883428,10088708,10277916,583189423,16487175,1499061,2024-10-29 12:13:50.380
300,0.22693786221867893,0.09692494655738346,0.745502445386953,2024-10-29 14:30:44.040,0.09,0.15,0.15,0,7890976,10088760,10283588,583996470,16566299,1537492,2024-10-29 14:21:44.030
30,0.22693390376753445,0.09692098810623898,0.7454719987876721,2024-10-29 09:57:50.367,0.19,0.26,0.26,0,7881436,10088680,10278748,582295990,16389131,1481260,2024-10-29 09:47:50.390
12,0.2269280808127759,0.09691516515148044,0.7454272112776857,2024-10-29 09:37:50.403,0.2,0.25,0.23,0,7880928,10088676,10278248,582179233,16377448,1478948,2024-10-29 09:28:50.370
36,0.22685278304522463,0.09683986738392916,0.7448480552210103,2024-10-29 10:03:50.377,0.11,0.24,0.25,0,7883092,10094776,10278756,582338862,16392422,1482103,2024-10-29 09:54:50.617
176,0.22680410690584438,0.09679119124454891,0.7444736605761962,2024-10-29 12:23:50.367,0.1,0.15,0.2,0,7883348,10088708,10282048,583195580,16488631,1499188,2024-10-29 12:14:50.383
287,0.22670635725871066,0.09669344159741519,0.7437218149104289,2024-10-29 14:17:44.013,0.22,0.18,0.18,0,7891836,10088760,10283972,583875862,16554069,1513282,2024-10-29 14:05:50.400
29,0.22665517349617087,0.0966422578348754,0.7433281327729316,2024-10-29 09:56:50.427,0.18,0.28,0.26,0,7880792,10088680,10278744,582289845,16388719,1481136,2024-10-29 09:46:50.330
155,0.22662877513625795,0.09661585947496248,0.7431250886385958,2024-10-29 12:02:50.377,0.08,0.17,0.21,0,7884828,10088704,10281300,583066754,16469594,1496605,2024-10-29 11:53:50.360
286,0.22658736931015458,0.09657445364885911,0.7428066139248125,2024-10-29 14:16:44.010,0.18,0.19,0.19,0,7891412,10088760,10283372,583869679,16553523,1513135,2024-10-29 14:04:50.373
145,0.22658336131299048,0.09657044565169501,0.742775786240165,2024-10-29 11:52:50.357,0.16,0.22,0.22,0,7883816,10088704,10282516,583005631,16461425,1495402,2024-10-29 11:43:50.370
174,0.22658161259276263,0.09656869693146716,0.7427623358824144,2024-10-29 12:21:50.413,0.09,0.15,0.2,0,7882200,10088708,10277936,583183287,16486334,1498941,2024-10-29 12:12:50.360
